"종목번호","종목명"
"001020","페이퍼코리아"
"159910","스킨앤스킨"
"005010","휴스틸"
"012320","경동인베스트"
"007540","샘표"
"005620","대성합동지주"
"069920","아이에스이커머스"
"008040","사조동아원"
"036710","심텍홀딩스"
"000500","가온전선"
"208640","썸에이지"
"005420","코스모화학"
"264450","유비쿼스"
"076610","해성옵틱스"
"004450","삼화왕관"
"079960","동양이엔피"
"088910","동우팜투테이블"
"137400","피엔티"
"013870","지엠비코리아"
"012800","대창"
"143540","영우디에스피"
"100090","삼강엠앤티"
"033180","필룩스"
"039830","오로라"
"047080","한빛소프트"
"040300","YTN"
"040160","누리텔레콤"
"079650","서산"
"061250","화일약품"
"019550","SBI인베스트먼트"
"043340","에쎈테크"
"018470","조일알미늄"
"036010","아비코전자"
"014160","대영포장"
"006660","삼성공조"
"024890","대원화성"
"950110","SBI액시즈"
"031510","오스템"
"068290","삼성출판사"
"049630","재영솔루텍"
"067570","엔브이에이치코리아"
"206400","엔터메이트"
"001570","금양"
"066910","손오공"
"005190","동성화학"
"189300","인텔리안테크"
"155660","DSR"
"042510","라온시큐어"
"004080","신흥"
"130580","나이스디앤비"
"083660","CSA 코스믹"
"005070","코스모신소재"
"002230","피에스텍"
"060310","3S"
"027040","서울전자통신"
"039340","한국경제TV"
"045970","코아시아홀딩스"
"053620","태양"
"013310","아진산업"
"043100","솔고바이오"
"042110","에스씨디"
"000300","대유플러스"
"217600","켐온"
"086040","바이오톡스텍"
"078070","유비쿼스홀딩스"
"105840","우진"
"120030","조선선재"
"008250","이건산업"
"036690","코맥스"
"019685","대교우B"
"080520","오디텍"
"084670","동양고속"
"006980","우성사료"
"052770","와이디온라인"
"001750","한양증권"
"189980","흥국에프엔비"
"005305","롯데칠성우"
"065450","빅텍"
"056080","유진로봇"
"204840","지엘팜텍"
"123840","한일진공"
"038680","에스넷"
"137950","제이씨케미칼"
"900050","중국원양자원"
"027740","마니커"
"128820","대성산업"
"037350","성도이엔지"
"007590","동방아그로"
"000590","CS홀딩스"
"003610","방림"
"004720","우리들제약"
"002210","동성제약"
"187220","디티앤씨"
"023600","삼보판지"
"149980","하이로닉"
"101390","아이엠"
"043090","팜스웰바이오"
"023430","아이이"
"047820","초록뱀"
"038460","바이오스마트"
"192410","감마누"
"081000","일진다이아"
"083500","에프엔에스테크"
"006340","대원전선"
"214270","퓨쳐스트림네트웍스"
"069410","엔텔스"
"123700","SJM"
"024840","갑을메탈"
"03473K","SK우"
"053590","한국테크놀로지"
"241690","유니테크노"
"129260","인터지스"
"048910","대원미디어"
"074610","이엔쓰리"
"043200","파루"
"027830","대성창투"
"009070","KCTC"
"092870","엑시콘"
"014440","영보화학"
"021080","에이티넘인베스트"
"092220","KEC"
"004100","태양금속"
"030960","양지사"
"049430","코메론"
"120115","코오롱인더우"
"133750","메가엠디"
"053950","경남제약"
"006805","미래에셋대우우"
"006125","SK케미칼우"
"052290","트레이스"
"057680","옴니텔"
"106190","하이텍팜"
"049470","SGA"
"017550","수산중공업"
"095190","이엠코리아"
"054040","한국컴퓨터"
"032850","비트컴퓨터"
"024910","경창산업"
"032940","원익"
"014990","인디에프"
"106240","파인테크닉스"
"073110","엘엠에스"
"024800","유성티엔에스"
"144620","코오롱머티리얼"
"058630","엠게임"
"023900","풍국주정"
"241520","DSC인베스트먼트"
"197210","리드"
"011785","금호석유우"
"052220","iMBC"
"006570","대림통상"
"065570","삼영이엔씨"
"003580","동원"
"066410","투윈글로벌"
"001470","삼부토건"
"036670","KCI"
"079940","가비아"
"083420","KPX그린케미칼"
"222080","씨아이에스"
"159580","제로투세븐"
"246720","아스타"
"008870","금비"
"018680","서울제약"
"147830","제룡산업"
"059210","메타바이오메드"
"143160","아이디스"
"065530","전파기지국"
"016600","큐캐피탈"
"215200","메가스터디교육"
"080220","제주반도체"
"123330","제닉"
"138070","신진에스엠"
"048770","TPC"
"108860","셀바스AI"
"033830","티비씨"
"012860","서연전자"
"035480","마제스타"
"035290","에이원앤"
"004770","써니전자"
"161570","미동앤씨네마"
"033130","디지틀조선"
"078600","대주전자재료"
"215480","토박스코리아"
"093240","형지엘리트"
"068930","디지털대성"
"043710","서울리거"
"069730","DSR제강"
"053700","삼보모터스"
"038070","서린바이오"
"023450","동남합성"
"033100","제룡전기"
"036180","영인프런티어"
"115310","인포바인"
"018620","우진비앤지"
"079660","사조해표"
"016740","두올"
"064550","바이오니아"
"011500","한농화성"
"119850","지엔씨에너지"
"196490","디에이테크놀로지"
"039290","인포뱅크"
"010100","한국프랜지"
"037070","파세코"
"099660","한솔신텍"
"003547","대신증권2우B"
"138080","오이솔루션"
"058220","아리온"
"170030","현대공업"
"025550","한국선재"
"001080","만호제강"
"011330","유니켐"
"006140","피제이전자"
"094840","슈프리마에이치큐"
"023800","인지컨트롤스"
"085810","알티캐스트"
"064090","한양하이타오"
"065950","웰크론"
"064480","브리지텍"
"014970","삼륭물산"
"036090","위지트"
"052300","W홀딩컴퍼니"
"079190","EMW"
"127710","아시아경제"
"084650","랩지노믹스"
"123040","엠에스오토텍"
"014570","고려제약"
"010280","쌍용정보통신"
"012280","영화금속"
"017510","세명전기"
"080010","이상네트웍스"
"024120","KB오토시스"
"207760","미스터블루"
"039230","폭스브레인"
"071670","에이테크솔루션"
"033540","파라텍"
"001810","무림SP"
"208710","바이오로그디바이스"
"101170","우림기계"
"047560","이스트소프트"
"032680","소프트센"
"030350","드래곤플라이"
"090730","SIMPAC Metal"
"004830","덕성"
"120240","대정화금"
"089010","켐트로닉스"
"142210","유니트론텍"
"217820","엔에스"
"066670","디스플레이텍"
"036170","씨티엘"
"009320","대우부품"
"220100","퓨쳐켐"
"025530","SJM홀딩스"
"119650","KC코트렐"
"229500","노브메타파마"
"214680","디알텍"
"090850","이지웰페어"
"047920","씨트리"
"050120","라이브플렉스"
"900070","글로벌에스엠"
"049830","승일"
"001070","대한방직"
"045510","정원엔시스"
"021050","서원"
"032960","동일기연"
"014580","백광소재"
"037330","인지디스플레"
"066130","하츠"
"039010","현대통신"
"079810","디이엔티"
"011420","갤럭시아에스엠"
"051780","큐로홀딩스"
"019540","일지테크"
"014130","한익스프레스"
"106520","디지탈옵틱"
"025820","이구산업"
"036810","에프에스티"
"050090","휘닉스소재"
"033200","모아텍"
"222980","한국맥널티"
"002720","국제약품"
"160600","에스엔텍"
"121800","비덴트"
"088790","진도"
"078860","아이오케이"
"027580","상보"
"028080","휴맥스홀딩스"
"039420","케이엘넷"
"089850","유비벨록스"
"133820","화인베스틸"
"114630","우노앤컴퍼니"
"021040","대호피앤씨"
"216400","바이오코아"
"067900","와이엔텍"
"016670","포비스티앤씨"
"081580","성우전자"
"156100","엘앤케이바이오"
"078935","GS우"
"005360","모나미"
"014940","오리엔탈정공"
"091590","남화토건"
"097870","효성오앤비"
"208370","셀바스헬스케어"
"041930","동아화성"
"000220","유유제약"
"017680","데코앤이"
"083450","GST"
"060260","뉴보텍"
"001290","골든브릿지증권"
"150440","피노텍"
"066590","우수AMS"
"094820","일진파워"
"216280","원텍"
"001210","금호전기"
"097780","에스맥"
"131760","파인텍"
"037440","희림"
"001620","동국실업"
"036640","HRS"
"017000","신원종합개발"
"018290","지엠피"
"066310","큐에스아이"
"196300","애니젠"
"122690","서진오토모티브"
"094360","칩스앤미디어"
"200470","하이셈"
"032800","판타지오"
"101400","네오피델리티"
"032540","TJ미디어"
"065170","넥스트BT"
"039310","세중"
"001260","남광토건"
"177350","베셀"
"131180","딜리"
"053260","금강철강"
"002760","보락"
"155960","지디"
"000157","두산2우B"
"004090","한국석유"
"006880","신송홀딩스"
"065350","신성델타테크"
"114450","KPX생명과학"
"037760","쎄니트"
"017480","삼현철강"
"010040","한국내화"
"170920","엘티씨"
"126870","뉴로스"
"237750","피앤씨테크"
"154040","솔루에타"
"059100","아이컴포넌트"
"050890","쏠리드"
"004270","남성"
"072130","유엔젤"
"007120","미래아이앤지"
"009460","한창제지"
"013810","스페코"
"002140","고려산업"
"024830","세원물산"
"140520","대창스틸"
"046940","우원개발"
"093320","케이아이엔엑스"
"176750","듀켐바이오"
"024070","WISCOM"
"101730","조이맥스"
"004740","보루네오"
"017650","대림제지"
"053290","능률교육"
"065710","서호전기"
"033230","인성정보"
"038160","팍스넷"
"145210","세화아이엠씨"
"121850","코이즈"
"002200","수출포장"
"212560","네오오토"
"056730","포스링크"
"206950","볼빅"
"081970","한솔넥스지"
"073490","이노와이어리스"
"010470","오리콤"
"093520","매커스"
"024880","케이피에프"
"019010","그랜드백화점"
"039670","스포츠서울"
"191410","육일씨엔에쓰"
"108675","LG하우시스우"
"033790","서화정보통신"
"221980","케이디켐"
"015590","대경기계"
"178780","유테크"
"032040","C&S자산관리"
"250060","모비스"
"014190","원익큐브"
"003310","대주산업"
"198440","고려시멘트"
"059120","아진엑스텍"
"246690","티에스인베스트먼트"
"050540","한국코퍼레이션"
"006920","모헨즈"
"038950","파인디지털"
"008420","문배철강"
"184230","SGA솔루션즈"
"054220","비츠로시스"
"096300","베트남개발1"
"013360","일성건설"
"101160","월덱스"
"102210","해덕파워웨이"
"900110","이스트아시아홀딩스"
"071850","캐스텍코리아"
"214330","금호에이치티"
"004590","한국가구"
"057030","와이비엠넷"
"065560","큐브스"
"177830","파버나인"
"096040","이트론"
"085310","엔케이"
"023810","인팩"
"050960","수산아이앤티"
"017250","인터엠"
"094970","제이엠티"
"046390","삼화네트웍스"
"062860","티엘아이"
"080530","코디"
"041020","인프라웨어"
"203650","드림시큐리티"
"109860","동일금속"
"101240","씨큐브"
"069330","유아이디"
"000910","유니온"
"220250","카이노스메드"
"054940","엑사이엔씨"
"044180","KD건설"
"031310","아이즈비전"
"082850","우리이티아이"
"006740","영풍제지"
"043220","에이치엘비파워"
"008800","행남생활건강"
"113810","디젠스"
"045660","에이텍"
"038110","에코플라스틱"
"900090","차이나하오란"
"015260","에이엔피"
"090080","평화산업"
"007610","선도전기"
"153490","우리이앤엘"
"019990","에너토크"
"228760","지노믹트리"
"042600","새로닉스"
"033340","좋은사람들"
"032750","삼진"
"104040","대성파인텍"
"046120","오르비텍"
"001560","제일연마"
"037370","EG"
"036260","이매진아시아"
"241820","피씨엘"
"214870","에치디프로"
"001275","부국증권우"
"049120","파인디앤씨"
"052900","KMH하이텍"
"115480","씨유메디칼"
"004140","동방"
"046970","우리로"
"056360","코위버"
"026940","부국철강"
"176440","에이치엔티"
"072990","에이치시티"
"099220","SDN"
"063440","에프엔씨애드컬쳐"
"050860","아세아텍"
"067920","이글루시큐리티"
"006890","태경화학"
"002410","범양건영"
"003010","혜인"
"237720","케이엠제약"
"219750","지티지웰니스"
"039790","위노바"
"096610","알에프세미"
"229000","젠큐릭스"
"196450","온다 엔터테인먼트"
"053050","지에스이"
"094170","동운아나텍"
"138360","에이씨티"
"042500","링네트"
"038620","위즈코프"
"037230","한국팩키지"
"002070","남영비비안"
"044380","주연테크"
"023150","MH에탄올"
"234070","에이원알폼"
"175140","인포마크"
"005110","한창"
"028040","스페로 글로벌"
"115500","케이씨에스"
"068940","아이씨케이"
"214310","세미콘라이트"
"083470","KJ프리텍"
"052670","제일바이오"
"054540","삼영엠텍"
"217950","바이오씨앤디"
"126640","화신정공"
"208860","엔지스테크널러지"
"011320","유니크"
"001550","조비"
"145270","케이탑리츠"
"054090","삼진엘앤디"
"009730","코센"
"004410","서울식품"
"044480","유니더스"
"123750","알톤스포츠"
"148250","알엔투테크놀로지"
"085910","네오티스"
"005320","국동"
"051490","나라엠앤디"
"019770","서연탑메탈"
"032080","아즈텍WB"
"002220","한일철강"
"243870","굿센"
"136510","쎄미시스코"
"044960","이-글 벳"
"075130","플랜티넷"
"083550","케이엠"
"008470","부스타"
"011080","형지I&C"
"023460","CNH"
"182360","큐브엔터"
"189690","포시에스"
"090410","덕신하우징"
"195440","퓨전데이타"
"105550","트루윈"
"124500","아이티센"
"046110","한일네트웍스"
"085670","뉴프렉스"
"025950","동신건설"
"035460","기산텔레콤"
"101140","아티스"
"045060","오공"
"076080","웰크론한텍"
"192390","윈하이텍"
"187270","신화콘텍"
"007370","진양제약"
"010770","평화홀딩스"
"238120","로고스바이오"
"089150","케이씨티"
"256940","케이피에스"
"012340","뉴인텍"
"118000","우리들휴브레인"
"002690","동일제강"
"208350","지란지교시큐리티"
"064820","케이프"
"053110","소리바다"
"079000","와토스코리아"
"002710","TCC동양"
"060900","퍼시픽바이오"
"008370","원풍"
"213090","미래테크놀로지"
"126880","제이엔케이히터"
"065690","대진디엠피"
"174880","장원테크"
"082800","루미마이크로"
"049550","잉크테크"
"009190","대양금속"
"041190","우리기술투자"
"203450","유니온커뮤니티"
"026150","특수건설"
"006580","대양제지"
"128660","피제이메탈"
"005820","원림"
"226350","아이엠텍"
"007630","암니스"
"039240","경남스틸"
"010240","흥국"
"187790","나노"
"000760","이화산업"
"069540","라이트론"
"051170","썬코어"
"003465","유화증권우"
"006050","국영지앤엠"
"032980","바이온"
"148140","비디아이"
"208140","정다운"
"039020","이건홀딩스"
"054180","중앙오션"
"007770","한일화학"
"048470","대동스틸"
"045520","크린앤사이언스"
"072520","태양씨앤엘"
"052860","아이앤씨"
"003720","삼영화학"
"027970","세하"
"104460","동양피엔에프"
"093230","이아이디"
"171010","램테크놀러지"
"033310","디케이디앤아이"
"210120","빅텐츠"
"138610","나이벡"
"010660","화천기계"
"005030","부산주공"
"065420","에스아이리소스"
"200710","에이디테크놀로지"
"005450","신한"
"001000","신라섬유"
"150840","인트로메딕"
"066430","와이오엠"
"100660","서암기계공업"
"054340","엔알케이"
"071090","하이스틸"
"008110","대동전자"
"101930","인화정공"
"013000","세우글로벌"
"123570","이엠넷"
"099830","씨그널엔터테인먼트그룹"
"119500","포메탈"
"106080","알비케이이엠디"
"058450","일야"
"020180","대신정보통신"
"018700","바른손"
"050760","에스폴리텍"
"043910","자연과환경"
"051390","YW"
"221610","한솔씨앤피"
"203400","에이비온"
"035200","프럼파스트"
"024900","덕양산업"
"032820","우리기술"
"134790","팀스"
"060540","에스에이티"
"090740","연이정보통신"
"115610","이미지스"
"026260","카테아"
"056000","신스타임즈"
"08537M","루트로닉3우C"
"131090","시큐브"
"066790","씨씨에스"
"053660","현진소재"
"003780","진양산업"
"003925","남양유업우"
"013700","까뮤이앤씨"
"045890","동부라이텍"
"078130","국일제지"
"052460","아이크래프트"
"170790","파이오링크"
"031820","콤텍시스템"
"043590","크로바하이텍"
"229480","줌인터넷"
"015020","이스타코"
"091580","상신이디피"
"000520","삼일제약"
"032580","피델릭스"
"009470","삼화전기"
"033430","코리드"
"012620","원일특강"
"011390","부산산업"
"078350","한양디지텍"
"071950","코아스"
"122800","썬텍"
"057880","토필드"
"065440","이루온"
"086060","진바이오텍"
"020120","다우인큐브"
"069460","대호에이엘"
"024060","흥구석유"
"002680","한탑"
"068050","팬엔터테인먼트"
"220180","핸디소프트"
"131400","액트"
"090370","아비스타"
"054930","유신"
"131220","대한과학"
"091340","S&K폴리텍"
"009810","엔케이물산"
"005255","녹십자홀딩스1우"
"075970","동국알앤에스"
"036480","대성미생물"
"036120","SCI평가정보"
"052600","한네트"
"215380","우정비에스씨"
"092300","현우산업"
"049720","고려신용정보"
"086670","비엠티"
"037400","우리조명"
"189860","서전기전"
"098120","마이크로컨텍솔"
"010580","지코"
"070300","한솔시큐어"
"005670","푸드웰"
"054920","한컴시큐어"
"196700","웹스"
"094940","푸른기술"
"078650","코렌"
"021880","메이슨캐피탈"
"003680","한성기업"
"000440","중앙에너비스"
"097800","윈팩"
"010420","한솔PNS"
"032860","GMR 머티리얼즈"
"053270","구영테크"
"039610","화성"
"115570","스타플렉스"
"167380","나무기술"
"105740","디케이락"
"006110","삼아알미늄"
"155900","바다로19호"
"044060","조광ILI"
"101670","코리아에스이"
"130500","GH신소재"
"011300","성안"
"009180","한솔로지스틱스"
"141070","맥스로텍"
"180400","엠지메드"
"114190","웰크론강원"
"081150","티플랙스"
"230980","솔트웍스"
"094190","이엘케이"
"000950","전방"
"060230","이그잭스"
"256090","패션플랫폼"
"025880","케이씨피드"
"064290","인텍플러스"
"067730","로지시스"
"153460","네이블"
"033050","제이엠아이"
"139050","아이지스시스템"
"007460","나라케이아이씨"
"021650","한국큐빅"
"038010","제일테크노스"
"002290","삼일기업공사"
"115440","우리넷"
"054630","에이디칩스"
"217190","제너셈"
"067010","이씨에스"
"053160","프리엠스"
"103230","에스앤더블류"
"065500","오리엔트정공"
"002355","넥센타이어1우B"
"000105","유한양행우"
"046310","백금T&A"
"024740","한일단조"
"224110","에이텍티앤"
"054300","팬스타엔터프라이즈"
"015540","메디플란트"
"100030","모바일리더"
"134580","디엠티"
"109080","옵티시스"
"038340","리젠"
"014910","성문전자"
"204690","다린"
"089530","에이티세미콘"
"032280","삼일"
"019590","엠벤처투자"
"219130","타이거일렉"
"130740","티피씨글로벌"
"094860","코닉글로리"
"006200","한국전자홀딩스"
"048830","엔피케이"
"001465","BYC우"
"073540","에프알텍"
"060480","국일신동"
"150900","파수닷컴"
"043260","성호전자"
"072770","네오디안테크놀로지"
"154030","아시아종묘"
"202960","판도라티비"
"072950","빛샘전자"
"036620","버추얼텍"
"194610","우성아이비"
"003475","유안타증권우"
"093380","풍강"
"044990","에이치엔에스하이텍"
"019180","티에이치엔"
"250300","제이에스피브이"
"266870","플렉스파워에이더블유에스"
"051630","진양화학"
"158310","인터불스"
"109820","진매트릭스"
"078940","일경산업개발"
"007280","한국특수형강"
"058110","멕아이씨에스"
"205290","케미메디"
"079170","한창산업"
"054410","케이피티"
"217880","틸론"
"070590","한솔인티큐브"
"023440","제일제강"
"204210","모두투어리츠"
"085980","세화피앤씨"
"002025","코오롱우"
"044780","에이치케이"
"080470","성창오토텍"
"060380","동양에스텍"
"030720","동원수산"
"039740","한국정보공학"
"266170","뿌리깊은나무들"
"178600","대동고려삼"
"077280","한컴지엠디"
"011230","삼화전자"
"002870","신풍제지"
"222810","닉스테크"
"008500","일정실업"
"050320","에스아이티글로벌"
"001515","SK증권우"
"025890","한국주강"
"233190","미래자원엠엘"
"008775","호텔신라우"
"009140","경인전자"
"080440","에스제이케이"
"038530","골드퍼시픽"
"012600","청호컴넷"
"105330","케이엔더블유"
"139670","넥스트리밍"
"043360","디지아이"
"002420","세기상사"
"200580","메디쎄이"
"090150","광진윈텍"
"182690","테라셈"
"101680","한국정밀기계"
"047440","레이젠"
"010600","와이비로드"
"001420","태원물산"
"045300","성우테크론"
"069140","누리플랜"
"221800","유투바이오"
"089890","고려반도체"
"138290","지성이씨에스"
"029480","바른테크놀로지"
"141020","포티스"
"051380","피씨디렉트"
"140890","트러스제7호"
"191600","티케이씨"
"058420","제이웨이"
"078590","두올산업"
"224810","엄지하우스"
"026910","광진실업"
"024940","PN풍년"
"082660","삼우엠스"
"080580","오킨스전자"
"052190","이에스에이"
"016920","카스"
"232680","라온테크"
"004920","씨아이테크"
"119830","아이텍반도체"
"087220","스틸플라워"
"098660","에스티오"
"033250","체시스"
"226610","한국비엔씨"
"023960","에쓰씨엔지니어링"
"172580","하이골드12호"
"099410","동방선기"
"004365","세방우"
"073190","디비케이"
"121890","에스디시스템"
"134060","이퓨쳐"
"023770","플레이위드"
"246250","에스엘에스"
"153360","하이골드3호"
"099340","하나니켈1호"
"087730","네패스신소재"
"065770","CS"
"236340","메디젠휴먼케어"
"258250","피시피아비아이티"
"023790","동일철강"
"019570","제미니투자"
"001770","신화실업"
"067770","세진티에스"
"073010","케이에스피"
"009620","삼보산업"
"219420","링크제니시스"
"042940","르네코"
"232270","케이비제9호스팩"
"025870","신라에스지"
"007530","영신금속"
"066830","제노텍"
"019490","하이트론"
"127160","매직마이크로"
"086220","네추럴FNP"
"076340","관악산업"
"183350","엘피케이"
"242420","본느"
"224880","SGA임베디드"
"253840","수젠텍"
"232360","아스팩오일"
"127120","디엔에이링크"
"214610","나노바이오시스"
"045340","토탈소프트"
"093640","다믈멀티미디어"
"123260","사파이어테크놀로지"
"109070","KGP"
"091440","텔레필드"
"051980","넥스트바이오홀딩스"
"086250","화신테크"
"228180","티씨엠생명과학"
"053060","세동"
"099520","ITX엠투엠"
"013720","청보산업"
"089790","제이티"
"186230","그린플러스"
"212310","휴벡셀"
"073570","에이티테크놀러지"
"008830","대동기어"
"148780","비플라이소프트"
"010640","진양폴리"
"116100","태양기계"
"224760","엔에스컴퍼니"
"096870","엘디티"
"238500","로보쓰리"
"107640","한중엔시에스"
"123010","옵토팩"
"005257","녹십자홀딩스2우"
"009835","한화케미칼우"
"242350","피엔아이시스템"
"226400","오스테오닉"
"232290","SGA시스템즈"
"145995","삼양사우"
"088290","이원컴포텍"
"232530","이엠티"
"114920","대주이엔티"
"234100","세원"
"064850","에프앤가이드"
"227420","오백볼트"
"000087","하이트진로2우B"
"051160","지어소프트"
"024850","피에스엠씨"
"062580","인산가"
"135270","세종머티리얼즈"
"222390","케이비제8호스팩"
"159650","하이골드8호"
"208850","이비테크"
"115530","씨엔플러스"
"226850","키움스팩4호"
"131100","리켐"
"005725","넥센우"
"096350","대창솔루션"
"140910","에이리츠"
"020400","대동금속"
"126340","비나텍"
"073640","삼원테크"
"000075","삼양홀딩스우"
"199150","데이터스트림즈"
"004135","대덕GDS우"
"001685","대상우"
"033600","이젠텍"
"258540","스템랩"
"003495","대한항공우"
"225220","제놀루션"
"222670","플럼라인생명과학"
"135160","지오씨"
"007815","코리아써우"
"003535","한화투자증권우"
"239890","피엔에이치테크"
"215050","비엔디생활건강"
"004255","NPC우"
"156170","비앤에스미디어"
"240340","인터코스"
"230240","하나금융7호스팩"
"225860","엠앤씨생명과학"
"112190","KC산업"
"140290","청광종건"
"004105","태양금속우"
"227950","골든브릿지제4호스팩"
"230400","자비스"
"217620","한화ACPC스팩"
"225850","미애부"
"219860","한화에이스스팩2호"
"000885","한화우"
"242040","교보비엔케이스팩"
"218410","엔에이치스팩8호"
"136660","큐엠씨"
"251540","에스와이제이"
"256630","엔에이치스팩10호"
"251960","엠에프엠코리아"
"260970","에스앤디"
"120780","전우정밀"
"221950","케이비드림3호스팩"
"221200","유진스팩3호"
"256840","엔에이치스팩11호"
"218710","키움스팩3호"
"009415","태영건설우"
"224020","에스케이씨에스"
"086460","에스엔피제네틱스"
"219960","유안타제2호스팩"
"005745","크라운해태홀딩스우"
"226340","에이치엠씨3호스팩"
"001140","국보"
"084440","유비온"
"215750","미래에셋제3호스팩"
"103660","씨앗"
"173130","오파스넷"
"204620","유안타제1호스팩"
"058970","엠로"
"217320","썬테크"
"232830","시큐센"
"235090","씨케이컴퍼니"
"095300","세한엔에스브이"
"199870","세기리텍"
"002005","한국유리우"
"205470","하이제2호스팩"
"101360","이엔드디"
"007575","일양약품우"
"270210","에스알바이오텍"
"197140","디지캡"
"140660","위월드"
"252500","IBKS지엠비스팩"
"214150","케이티비스팩2호"
"204650","케이티비스팩1호"
"223040","교보5호스팩"
"215090","유진에이씨피씨스팩2호"
"207930","SK1호스팩"
"246830","시냅스엠"
"215580","대우스팩3호"
"240540","한국4호스팩"
"215570","크로넥스"
"226360","케이비드림4호스팩"
"019175","신풍제약우"
"230490","동부제4호스팩"
"220110","드림티엔터테인먼트"
"200350","래몽래인"
"250930","케이비제10호스팩"
"158300","에스에이티이엔지"
"225590","신영스팩2호"
"149010","아이케이세미콘"
"245450","씨앤에스링크"
"26490K","크라운제과우"
"262830","대신밸런스제4호스팩"
"245030","스페이스솔루션"
"001795","대한제당우"
"219580","골든브릿지제3호스팩"
"083620","아시아15호"
"217810","엔에이치스팩7호"
"235010","하이에이아이1호스팩"
"265480","미래에셋대우스팩1호"
"217500","하이제3호스팩"
"239340","미래에셋제5호스팩"
"252370","유쎌"
"225430","IBKS제3호스팩"
"251280","안지오랩"
"254120","IBKS제5호스팩"
"241510","이에스산업"
"226440","동부스팩3호"
"265920","한화수성스팩"
"000225","유유제약1우"
"264850","IBKS제6호스팩"
"211050","인카금융서비스"
"199290","바이오프로테크"
"225440","이베스트스팩3호"
"083380","동북아13호"
"083370","동북아12호"
"206660","골든브릿지제2호스팩"
"006345","대원전선우"
"021045","대호피앤씨우"
"222160","바이옵트로"
"001525","동양우"
"218150","하나머스트5호스팩"
"004545","깨끗한나라우"
"014825","동원시스템즈우"
"232330","SK3호스팩"
"18064K","한진칼우"
"257730","신한제3호스팩"
"092590","럭스피아"
"084695","대상홀딩스우"
"208890","에듀케이션파트너"
"220260","케이프이에스스팩"
"012205","계양전기우"
"001745","SK네트웍스우"
"210610","소프트캠프"
"223220","구름컴퍼니"
"258790","케이비제11호스팩"
"010145","삼성중공우"
"264290","한화에이스스팩3호"
"121060","유니포인트"
"001755","한양증권우"
"002995","금호산업우"
"189700","디피앤케이"
"215100","하나머스트4호스팩"
"099350","하나니켈2호"
"000545","흥국화재우"
"185190","수프로"
"000725","현대건설우"
"011155","CJ씨푸드1우"
"005965","동부건설우"
"252940","에스엠로보틱스"
"00781K","코리아써키트2우B"
"000145","하이트진로홀딩스우"
"016385","동부제철우"
"263770","신영스팩3호"
"009275","신원우"
"004565","현대비앤지스틸우"
"004835","덕성우"
"207720","엔에이치SL스팩"
"208870","하나머스트3호스팩"
"002785","진흥기업우B"
"091270","유디피"
"247300","인프라웨어테크놀러지"
"271850","다이오진"
"014915","성문전자우"
"189350","코셋"
"000995","동부하이텍1우"
"014285","금강공업우"
"003415","쌍용양회우"
"001527","동양2우B"
"003075","코오롱글로벌우"
"090355","노루페인트우"
"001065","JW중외제약우"
"004985","성신양회우"
"242850","영현무역"
"013367","일성건설2우B"
"000547","흥국화재2우B"
"002787","진흥기업2우B"
"189330","씨이랩"
"004415","서울식품우"
"032685","소프트센우"
"000325","노루홀딩스우"
"001799","대한제당3우B"
"244880","나눔테크"
"001067","JW중외제약2우B"
"189540","씨티네트웍스"
"008355","남선알미우"
"000227","유유제약2우B"
"267810","앙츠"
"260490","캐로스"
"004989","성신양회3우B"
"001529","동양3우B"
"183410","데카시스템"
"004987","성신양회2우B"
"000327","노루홀딩스2우B"
"179720","옐로페이"
"110660","세신버팔로"
"144740","피엠디아카데미"
